Store Number,Store Type,Address,City,State,Zip Code,Phone Number,Play Place,Drive Thru,Arch Card,Free Wi-Fi,Latitude,Longitude
,,,,,,,,,,,,
17160,Freestanding,621 Mulberry Ave,Selmer,TN,38375,(731) 645-4488,Y,Y,Y,Y,35.156376,-88.579045
,,,,,,,,,,,,
17165,Storefront,2848 Church Ave,Brooklyn,NY,11226,(718) 940-8974,N,N,Y,Y,40.650654,-73.949783
,,,,,,,,,,,,
17166,Freestanding,5707-13 Church Ave,Brooklyn,NY,11203,(718) 922-6085,N,Y,Y,Y,40.652718,-73.923203
,,,,,,,,,,,,
17170,Freestanding,121 E Main St,Spring Arbor,MI,49283,(517) 750-3393,N,Y,Y,Y,42.205225,-84.552244
,,,,,,,,,,,,
17171,Walmart,1407 N Loop 336 West (WM #0400),Conroe,TX,77301,(936) 756-0707,N,N,Y,N,30.331114,-95.479495
,,,,,,,,,,,,
17175,Freestanding,200 E High St,Hicksville,OH,43526,(419) 542-5171,N,Y,Y,Y,41.294482,-84.759662
,,,,,,,,,,,,
17185,Freestanding,100 Willapa Place,Raymond,WA,98577,(360) 942-5800,Y,Y,Y,Y,46.680835,-123.738832
,,,,,,,,,,,,
17189,Freestanding,287 N. Hubbards Lane,Louisville,KY,40207,(502) 897-0963,N,Y,Y,Y,38.258547,-85.639393
,,,,,,,,,,,,
17191,Freestanding,367 S Georgetown Hwy,Johnsonville,SC,29555,(843) 386-2023,N,Y,Y,Y,33.810806,-79.442793
,,,,,,,,,,,,
17193,Freestanding,35 Rutherford St,Greenville,SC,29609,(864) 370-0370,N,Y,Y,Y,34.859872,-82.404964
,,,,,,,,,,,,
17194,Freestanding,93 Main St,Cassville,MO,65625,(417) 847-5544,N,Y,Y,Y,36.673135,-93.87262
,,,,,,,,,,,,
17198,Freestanding,1775 Jonesboro Road,Mcdonough,GA,30253,(770) 914-3021,Y,Y,Y,Y,33.463013,-84.214106
,,,,,,,,,,,,
17199,Gas Station,4850 Bill Gardner Pky,Locust Grove,GA,30248,(678) 583-1240,Y,Y,Y,Y,33.352974,-84.122476
,,,,,,,,,,,,
17209,Storefront,505 S Flower St,Los Angeles,CA,90071-1798,(213) 627-6297,N,N,Y,Y,34.051486,-118.256746
,,,,,,,,,,,,
17213,Freestanding,Us Hwy 160 & Hwy Y,Doniphan,MO,63935,(573) 996-2888,N,Y,Y,Y,36.631189,-90.825517
,,,,,,,,,,,,
17214,Freestanding,7010 S Zurich Ave,Tulsa,OK,74136,(918) 492-8701,N,Y,Y,Y,36.062155,-95.921667
,,,,,,,,,,,,
17216,Freestanding,3560 Bradshaw Rd,Rosemont,CA,95827,(916) 361-8186,Y,Y,N,Y,38.556402,-121.336883
,,,,,,,,,,,,
17223,Gas Station,7451 Davis Blvd,North Richland,TX,76180,(817) 281-7666,N,Y,Y,Y,32.883553,-97.204191
,,,,,,,,,,,,
17224,Freestanding,508 Renfro St,Mt Airy,NC,27030,(336) 789-0402,N,Y,Y,Y,36.504061,-80.606621
,,,,,,,,,,,,
17226,Freestanding,102 W Hwy 303,Grand Prairie,TX,75051,(972) 237-9654,Y,Y,Y,Y,32.709979,-97.00281
,,,,,,,,,,,,
17227,Freestanding,4841 W Sublett Rd,Arlington,TX,76017,(817) 516-0333,Y,Y,Y,Y,32.646815,-97.18424
,,,,,,,,,,,,
17228,Freestanding,3924 Circle Dr,Holmen,WI,54636,(608) 781-2588,Y,Y,Y,Y,43.923899,-91.244957
,,,,,,,,,,,,
17232,Freestanding,610 Depere Rd,Denmark,WI,54208-0754,(920) 863-3922,N,Y,Y,Y,44.347431,-87.838667
,,,,,,,,,,,,
17236,Freestanding,13921 State Hwy M28,Newberry,MI,49868,(906) 293-3992,N,Y,Y,Y,46.303042,-85.507968
,,,,,,,,,,,,
17239,Freestanding,3058 Eastway Dr,Charlotte,NC,28205,(704) 567-6549,Y,Y,Y,Y,35.213288,-80.781693
,,,,,,,,,,,,
17240,Freestanding,801 Ada Webb Dr,Stroud,OK,74079,(918) 968-2399,N,Y,Y,Y,35.754329,-96.6633
,,,,,,,,,,,,
17243,Hospital,9500 Euclid Ave,Cleveland,OH,44106,(216) 229-3467,N,N,Y,N,41.502764,-81.620675
,,,,,,,,,,,,
17248,Gas Station,1221 E Kingsley,Springfield,MO,65807,(417) 882-9454,N,Y,Y,Y,37.14021,-93.277426
,,,,,,,,,,,,
17249,Freestanding,15548 Forrest Ln,Forsyth,MO,65653,(417) 546-3271,Y,Y,Y,Y,36.694772,-93.122583
,,,,,,,,,,,,
17250,Freestanding,790 Eha St,Wailuku,HI,96793,(808) 244-4682,N,Y,Y,Y,20.906114,-156.487458
,,,,,,,,,,,,
17261,Freestanding,220 Albany Tpke,Canton,CT,6019,(860) 693-9284,N,Y,Y,Y,41.826094,-72.8984
,,,,,,,,,,,,
17262,Freestanding,19549 Garrett Hwy,Oakland,MD,21550,(301) 387-2574,N,Y,Y,Y,39.501648,-79.328147
,,,,,,,,,,,,
17263,Freestanding,4469 Waialo Rd,Eleele,HI,96705,(808) 335-0301,N,Y,N,Y,21.904751,-159.584882
,,,,,,,,,,,,
17266,Gas Station,18137 Joy Rd,Detroit,MI,48228,(313) 336-2318,N,Y,Y,N,42.357365,-83.217283
,,,,,,,,,,,,
17271,Gas Station,3100 Bert Kouns Industrial Lo,Shreveport,LA,71118-2924,(318) 687-0407,N,Y,Y,N,32.402846,-93.815064
,,,,,,,,,,,,
17272,Gas Station,1980 Airline Hwy,Bossier City,LA,71112-2447,(318) 742-2355,N,Y,Y,Y,32.527286,-93.700035
,,,,,,,,,,,,
17274,Airport,Term 3 Conc L,Chicago,IL,60666,(773) 601-9000,N,N,Y,N,41.978969,-87.90666
,,,,,,,,,,,,
17275,Airport,Terminal 3 Concourse K,Chicago,IL,60666,(773) 686-1176,N,N,Y,N,41.9751,-87.906403
,,,,,,,,,,,,
17276,Airport,Term 3 Conc H,Chicago,IL,60666,(773) 686-1161,N,N,Y,N,41.975262,-87.891031
,,,,,,,,,,,,
17277,Airport,Term 1 Conc B,Chicago,IL,60666,(773) 686-1130,N,N,Y,N,41.974529,-87.889969
,,,,,,,,,,,,
17278,Airport,Terminal 1 Concourse C,Chicago,IL,60666,(773) 686-1540,N,N,Y,Y,41.978936,-87.910342
,,,,,,,,,,,,
17279,Freestanding,17155 W Cleveland Ave,New Berlin,WI,53151-3539,(262) 782-9354,N,Y,Y,Y,42.993676,-88.127364
,,,,,,,,,,,,
17280,Freestanding,7320 N 10Th,Mcallen,TX,78504,(956) 972-1476,Y,Y,Y,Y,26.268868,-98.218203
,,,,,,,,,,,,
17291,Freestanding,1916 Rockford St,Mt Airy,NC,27030,(336) 786-7679,Y,Y,Y,Y,36.483899,-80.613986
,,,,,,,,,,,,
17292,Freestanding,731 S Key St,Pilot Mountain,NC,27041,(336) 368-4608,Y,Y,Y,Y,36.377126,-80.485327
,,,,,,,,,,,,
17295,Freestanding,1454 N Michigan Ave,Saginaw,MI,48602,(989) 752-8104,N,Y,Y,Y,43.428453,-83.950891
,,,,,,,,,,,,
17298,Freestanding,3601 High Point Rd,Greensboro,NC,27407,(336) 856-8807,Y,Y,Y,Y,36.039729,-79.849027
,,,,,,,,,,,,
17301,Freestanding,1202 W Maple St,Lebanon,PA,17046,(717) 273-8691,N,Y,Y,Y,40.350011,-76.432817
,,,,,,,,,,,,
17302,Freestanding,493 W Pen Ave,Cleona,PA,17042,(717) 272-5677,N,Y,Y,Y,40.33614,-76.484491
,,,,,,,,,,,,
17309,Freestanding,111 George Bush Dr,College Station,TX,77840,(979) 693-3777,N,Y,Y,Y,30.603945,-96.339326
,,,,,,,,,,,,
17310,Freestanding,5995 W Andrew Johnson Hwy,Morristown,TN,37813,(423) 586-2956,N,Y,Y,Y,36.178211,-83.392121
,,,,,,,,,,,,
17311,Freestanding,2815 N Ushy 98,Lakeland,FL,33805,(863) 686-3917,N,Y,Y,Y,28.078633,-81.962883
,,,,,,,,,,,,
17312,Freestanding,1405 S Byrne Rd,Toledo,OH,43614,(419) 385-1385,Y,Y,Y,Y,41.614022,-83.62525
,,,,,,,,,,,,
17314,Freestanding,2151 Locust St,Canal Fulton,OH,44614,(330) 854-6218,N,Y,Y,Y,40.881961,-81.572734
,,,,,,,,,,,,
17318,Freestanding,2807 Newport Boulevard,Newport Beach,CA,92663,(949) 723-5065,N,Y,Y,Y,33.613035,-117.929408
,,,,,,,,,,,,
17320,Gas Station,1610 S Congress Ave,Boynton Beach,FL,33436,(561) 732-3331,N,Y,Y,Y,26.512882,-80.089558
,,,,,,,,,,,,
17328,Freestanding,186 Niblick Rd,Paso Robles,CA,93446,(805) 239-2212,Y,Y,Y,Y,35.61462,-120.681836
,,,,,,,,,,,,
17330,Freestanding,48 S 850 East,Lehi,UT,84043,(801) 766-0701,Y,Y,Y,Y,40.387786,-111.836162
,,,,,,,,,,,,
17332,Freestanding,480 E Hart St (Us Hwy 16),Buffalo,WY,82834,(307) 684-7036,N,Y,Y,Y,44.354579,-106.692067
,,,,,,,,,,,,
17335,Walmart,545 Pine Island Rd,North Fort Myers,FL,33903,(239) 656-1006,N,N,Y,N,26.679916,-81.898615
,,,,,,,,,,,,
17336,Freestanding,1688 Main St,Ferndale,WA,98248,(360) 380-5727,Y,Y,Y,Y,48.848559,-122.573189
,,,,,,,,,,,,
17337,Freestanding,4647 S Regal St,Spokane,WA,99203,(509) 443-0895,Y,Y,Y,Y,47.610809,-117.36743
,,,,,,,,,,,,
17338,Freestanding,601 E 8Th Ave N,Columbus,MT,59019,(406) 322-5772,N,Y,Y,Y,45.643975,-109.247617
,,,,,,,,,,,,
17342,Freestanding,20 Ash Ave Nw,Wadena,MN,56482,(218) 631-3330,N,Y,Y,Y,46.443105,-95.136742
,,,,,,,,,,,,
17344,Freestanding,S R 57,Petersburg,IN,47567,(812) 354-2255,N,Y,Y,Y,38.487455,-87.286785
,,,,,,,,,,,,
17353,Freestanding,2109 Long Prairie Rd,Flower Mound,TX,75022,(972) 874-8021,Y,Y,Y,Y,33.014617,-97.071393
,,,,,,,,,,,,
17356,Freestanding,5090 I-H 20 East Service Road,Willow Park,TX,76008,(817) 441-7454,Y,Y,Y,Y,32.733753,-97.633668
,,,,,,,,,,,,
17357,Freestanding,143 Scenic Plaza Dr,West Union,SC,29696,(864) 638-0340,Y,Y,Y,Y,34.752341,-83.045034
,,,,,,,,,,,,
17359,Freestanding,1320 Porter Wagner Blvd,West Plains,MO,65775,(417) 257-2218,N,Y,Y,Y,36.742259,-91.871356
,,,,,,,,,,,,
17361,Freestanding,480 W Huntington Dr,Monrovia,CA,91016,(626) 932-0102,N,Y,Y,Y,34.139937,-118.009119
,,,,,,,,,,,,
17369,Freestanding,14267 Hwy 431 N,Hazel Green,AL,35750,(256) 828-2846,Y,Y,Y,Y,34.934019,-86.572356
,,,,,,,,,,,,
17370,Freestanding,6711 S Us Hwy 431 S,Owens Cross Rds,AL,35763,(256) 539-1013,Y,Y,Y,Y,34.658234,-86.481895
,,,,,,,,,,,,
17371,Freestanding,4 Homestead Place,Alton,NH,3809,(603) 875-6464,N,Y,Y,Y,43.451801,-71.210266
,,,,,,,,,,,,
17372,Freestanding,1948 N Hwy 89,Chino Valley,AZ,86323,(928) 636-5847,N,Y,Y,Y,34.774305,-112.453364
,,,,,,,,,,,,
17373,Freestanding,504 E Lincoln,Owensville,MO,65066,(573) 437-5437,Y,Y,Y,Y,38.344732,-91.493952
,,,,,,,,,,,,
17400,Freestanding,3990 Decoto Rd,Fremont,CA,94536,(510) 742-1438,Y,Y,Y,Y,37.571052,-122.031701
,,,,,,,,,,,,
17425,Freestanding,1605 Cartwright Rd,Missouri City,TX,77489,(281) 835-5223,Y,Y,Y,Y,29.583146,-95.527325
,,,,,,,,,,,,
17430,Freestanding,12645 Riley St,Holland,MI,49424,(616) 738-1700,N,Y,Y,Y,42.827178,-86.094991
,,,,,,,,,,,,
17431,Mall,984 Broadway Mall,Hicksville,NY,11801,(516) 681-6225,N,N,Y,N,40.77229,-73.531725
,,,,,,,,,,,,
17432,Storefront,5121 5Th Ave,Brooklyn,NY,11220,(718) 435-4572,Y,N,Y,Y,40.644005,-74.011246
,,,,,,,,,,,,
17438,Freestanding,64 E Ramona Expy,Perris,CA,92571,(951) 943-9191,N,Y,Y,Y,33.845151,-117.22476
,,,,,,,,,,,,
17439,Freestanding,2775 Eaton Rapids Rd,Lansing,MI,48911,(517) 393-0100,N,Y,Y,Y,42.663052,-84.591772
,,,,,,,,,,,,
17443,Freestanding,River Road,Edgewater,NJ,7020,(201) 941-9392,N,Y,Y,Y,40.813576,-73.983818
,,,,,,,,,,,,
17445,Freestanding,931 Sepulveda Blvd,West Carson,CA,90502,(310) 539-3102,N,Y,Y,Y,33.810891,-118.291199
,,,,,,,,,,,,
17446,Freestanding,7820 Senoia Rd,Fairburn,GA,30213,(770) 969-4020,Y,Y,Y,Y,33.543038,-84.576207
,,,,,,,,,,,,
17447,Freestanding,2 Roberts Rd,Grindstone,PA,15442,(724) 785-9140,N,Y,Y,Y,40.011865,-79.865486
,,,,,,,,,,,,
17449,Freestanding,605 W Main,Jenks,OK,74037,(918) 298-5760,N,Y,Y,Y,36.023021,-95.976477
,,,,,,,,,,,,
17451,Freestanding,750 Us Rt 1,Yarmouth,ME,4096,(207) 846-4633,N,N,Y,Y,43.804317,-70.179859
,,,,,,,,,,,,
17454,Storefront,1210 Ocean Ave,Santa Cruz,CA,95060,(831) 459-0744,N,N,Y,Y,36.983059,-122.022357
,,,,,,,,,,,,
17456,Freestanding,804 S Key Ave,Lampasas,TX,76550,(512) 556-2202,Y,Y,Y,Y,31.060354,-98.181087
,,,,,,,,,,,,
17460,Freestanding,1417 W Peterson,Libertyville,IL,60048,(847) 573-8212,N,Y,Y,Y,42.305104,-87.980919
,,,,,,,,,,,,
17463,Storefront,3064 Washington St,Roxbury,MA,2119,(617) 442-0475,N,Y,Y,Y,42.315609,-71.097931
,,,,,,,,,,,,
17465,Freestanding,440 Lincoln Avenue South,Burlington,CO,80807,(719) 346-5190,N,Y,Y,Y,39.296697,-102.278363
,,,,,,,,,,,,
17466,Freestanding,20227 N 67Th Ave,Glendale,AZ,85308,(623) 572-7253,Y,Y,Y,Y,33.670214,-112.202431
,,,,,,,,,,,,
17467,Freestanding,550 N Center St,La Grange,OH,44050,(440) 355-5700,N,Y,Y,Y,41.246041,-82.119156
,,,,,,,,,,,,
17469,Freestanding,2468 S Airport Rd W,Traverse City,MI,49684,(231) 933-9248,N,Y,Y,Y,44.733958,-85.624558
,,,,,,,,,,,,
17470,Freestanding,7960 N Lander Ave,Hilmar,CA,95324,(209) 669-9982,N,Y,Y,Y,37.40402,-120.849405
,,,,,,,,,,,,
17473,Freestanding,15975 Sw Regatta Ln,Beaverton,OR,97006,(503) 614-8799,Y,Y,Y,Y,45.517031,-122.841423
,,,,,,,,,,,,
17474,Walmart,15017 Us Hwy 98 (WalMart #1362),Destin,FL,32541,(850) 650-0880,N,N,Y,Y,30.389152,-86.449783
,,,,,,,,,,,,
17476,Freestanding,7527 Laguna Blvd,Elk Grove,CA,95758,(916) 683-1535,Y,Y,Y,Y,38.423968,-121.414685
,,,,,,,,,,,,
17477,Freestanding,1001 Sperry Ave,Patterson,CA,95363,(209) 892-2907,Y,Y,Y,Y,37.464824,-121.141562
,,,,,,,,,,,,
17480,Storefront,686 6Th Ave,New York,NY,10010,(212) 604-0621,N,N,Y,Y,40.741928,-73.993286
,,,,,,,,,,,,
17486,Freestanding,1855 10Th St,Gering,NE,69341,(308) 436-7407,N,Y,Y,Y,41.827599,-103.66073
,,,,,,,,,,,,
17490,Freestanding,1180 W Hwy 20,Chadron,NE,69337,(308) 432-3998,N,Y,Y,Y,42.828802,-103.016092
,,,,,,,,,,,,
17492,Storefront,30 Marietta St,Atlanta,GA,30303,(404) 335-0400,N,N,Y,Y,33.75491,-84.39079
,,,,,,,,,,,,
17495,Freestanding,505 Ne Washington St,Brainerd,MN,56401,(218) 829-6925,Y,Y,Y,Y,46.360511,-94.181805
,,,,,,,,,,,,
17504,Walmart,13425 Community Rd (WM #1700),Poway,CA,92064,(858) 748-3889,N,N,Y,N,32.958626,-117.038426
,,,,,,,,,,,,
17505,Walmart,1540 W Foothill Blvd (WM #1992),Upland,CA,91786,(909) 946-8368,N,N,Y,N,34.105872,-117.679017
,,,,,,,,,,,,
17506,Walmart,2560 N Perris Blvd (WM #1747),Perris,CA,92570,(951) 657-1329,N,N,Y,N,33.818399,-117.227717
,,,,,,,,,,,,
17507,Walmart,621 Montara Rd (WM #1879),Barstow,CA,92311,(760) 252-1215,N,N,Y,Y,34.882435,-116.992064
,,,,,,,,,,,,
17510,Walmart,1610 S Riverside Ave (WM #1862),Rialto,CA,92376-7708,(909) 873-9926,N,N,Y,N,34.072011,-117.371774
,,,,,,,,,,,,
17512,Walmart,5200 Van Buren Blvd (WM #2028),Riverside,CA,92503,(951) 353-9517,N,N,Y,Y,33.936704,-117.455245
,,,,,,,,,,,,
17513,Freestanding,907 Main St,Montevallo,AL,35115-3847,(205) 665-1335,N,Y,Y,Y,33.101219,-86.8608
,,,,,,,,,,,,
17525,Freestanding,1470 Greenview Shores Blvd,Wellington,FL,33414,(561) 790-7071,Y,Y,Y,Y,26.660837,-80.267386
,,,,,,,,,,,,
17527,Freestanding,1251 N Fabens,Fabens,TX,79838,(915) 764-3255,N,Y,Y,Y,31.509605,-106.149595
,,,,,,,,,,,,
17528,Freestanding,1080 Sunland Park Dr,El Paso,TX,79922,(915) 587-5141,Y,Y,Y,Y,31.813141,-106.556216
,,,,,,,,,,,,
17529,Walmart,2203 Loveridge Ln (WM #1615),Pittsburg,CA,94565,(925) 439-5289,N,N,Y,Y,38.009226,-121.868591
,,,,,,,,,,,,
17530,Walmart,4625 Redwood (WM #1755),Rohnert Park,CA,94928,(707) 588-9883,N,N,Y,N,38.367539,-122.716011
,,,,,,,,,,,,
17539,Freestanding,893 Garrisonville Rd,Stafford,VA,22554,(540) 720-2911,N,Y,Y,Y,38.468429,-77.46021
,,,,,,,,,,,,
17543,Freestanding,500 E Hwy 22,Centralia,MO,65240,(573) 682-2683,Y,Y,Y,Y,39.218371,-92.133267
,,,,,,,,,,,,
17546,Freestanding,5608 E Ashlan,Fresno,CA,93727-7216,(559) 291-8381,Y,Y,Y,Y,36.792975,-119.699551
,,,,,,,,,,,,
17547,Freestanding,1835 Alosta Ave,Glendora,CA,91741,(626) 963-4781,Y,Y,Y,Y,34.129073,-117.830145
,,,,,,,,,,,,
17550,Freestanding,2205 W Grand River Rd,Howell,MI,48843,(517) 545-7777,N,Y,Y,Y,42.614258,-83.959404
,,,,,,,,,,,,
17552,Freestanding,71 Upper Main St,Essex,VT,5452,(802) 879-5300,N,Y,Y,Y,44.507308,-73.086612
,,,,,,,,,,,,
17554,Freestanding,1726 Bagnell Dam Blvd.,Lake Ozark,MO,65049,(573) 365-6013,Y,Y,Y,Y,38.194994,-92.643293
,,,,,,,,,,,,
17555,Freestanding,3136 Vestal Pky E,Vestal,NY,13850,(607) 798-7712,N,Y,Y,Y,42.095181,-76.001091
,,,,,,,,,,,,
17557,Freestanding,464 E Main,Crowley,TX,76036,(817) 297-7092,N,Y,Y,Y,32.578002,-97.353667
,,,,,,,,,,,,
17562,Freestanding,2372 College Street,Auburn,AL,36830,(334) 502-8900,N,Y,Y,Y,32.561382,-85.505603
,,,,,,,,,,,,
17563,Freestanding,8745 Roswell Road,Sandy Springs,GA,30350,(770) 993-8513,N,Y,Y,Y,33.994807,-84.350626
,,,,,,,,,,,,
17564,Gas Station,5160 S Cobb Dr,Smyrna,GA,30082,(404) 792-0076,N,Y,N,Y,33.827199,-84.492468
,,,,,,,,,,,,
17565,Freestanding,894 N Van Dyke,Almont,MI,48003,(810) 798-2124,N,Y,Y,Y,42.929111,-83.050133
,,,,,,,,,,,,
17569,Freestanding,529 Jonesborough Rd,Erwin,TN,37650,(423) 743-5821,Y,Y,Y,Y,36.150392,-82.417033
,,,,,,,,,,,,
17570,Freestanding,1594 Buffalo Trail Dr,Morristown,TN,37814,(423) 585-8414,N,Y,Y,Y,36.231255,-83.287879
,,,,,,,,,,,,
17571,Freestanding,Hwy 264,Window Rock,AZ,86515,(928) 871-5565,Y,Y,Y,Y,35.662021,-109.06175
,,,,,,,,,,,,
17572,Freestanding,14630 Huebner Rd,San Antonio,TX,78230,(210) 492-0002,Y,Y,Y,Y,29.574215,-98.545321
,,,,,,,,,,,,
17575,Freestanding,43 S 9Th St,Central Point,OR,97502,(541) 664-1663,Y,Y,Y,Y,42.377781,-122.909648
,,,,,,,,,,,,
17577,Freestanding,1302 Hwy 35 N,Rockport,TX,78382,(361) 790-7828,Y,Y,Y,Y,28.036766,-97.042023
,,,,,,,,,,,,
17578,Freestanding,4643 Beechnut,Houston,TX,77096,(713) 664-9644,Y,Y,Y,Y,29.688875,-95.458182
,,,,,,,,,,,,
17579,Freestanding,1800 E Broad St,Richmond,VA,23223,(804) 783-8152,N,Y,Y,Y,37.535583,-77.424779
,,,,,,,,,,,,
17582,Freestanding,104 N County Dr,Waverly,VA,23890,(804) 834-2964,Y,Y,Y,Y,37.036585,-77.093164
,,,,,,,,,,,,
17594,Freestanding,6335 E Greenway,Scottsdale,AZ,85254,(480) 368-7930,Y,Y,Y,Y,33.625365,-111.943711
,,,,,,,,,,,,
17598,Freestanding,3400 Highland Ave,Chula Vista,CA,91950,(619) 498-8550,Y,Y,Y,Y,32.652769,-117.08925
,,,,,,,,,,,,
17601,Gas Station,9293 Holly Rd,Grand Blanc,MI,48439,(810) 953-1495,N,Y,Y,Y,42.893844,-83.631406
,,,,,,,,,,,,
17606,Freestanding,2910 Soncy Rd,Amarillo,TX,79121,(806) 352-4890,N,Y,Y,Y,35.180761,-101.938725
,,,,,,,,,,,,
17618,Freestanding,285 W Front St,Braidwood,IL,60408,(815) 458-0802,N,Y,Y,Y,41.265692,-88.208465
,,,,,,,,,,,,
17621,Freestanding,902 Swede Gulch Rd,Golden,CO,80401,(303) 526-5810,Y,Y,Y,Y,39.699863,-105.329575
,,,,,,,,,,,,
17628,Freestanding,29Th & Wanamaker,Topeka,KS,66614,(785) 271-8363,N,Y,Y,Y,39.013578,-95.762738
,,,,,,,,,,,,
17630,Freestanding,139Th & Adam Clayton Powell,New York,NY,10030,(212) 283-0559,N,Y,Y,Y,40.817932,-73.94136
,,,,,,,,,,,,
17631,Storefront,824 3Rd Avenue 50Th St,New York,NY,10022,(646) 948-6885,N,N,Y,Y,40.756147,-73.9707
,,,,,,,,,,,,
17633,Freestanding,7890 Mexico Rd,St. Peters,MO,63376,(636) 397-5510,Y,Y,Y,Y,38.787562,-90.661621
,,,,,,,,,,,,
17634,Gas Station,6001 W Parker Rd,Plano,TX,75093,(972) 473-8683,Y,Y,Y,Y,33.045919,-96.830677
,,,,,,,,,,,,
17635,Freestanding,503 N 1St St,Carrizo Springs,TX,78834,(830) 876-5400,Y,Y,Y,Y,28.523602,-99.855831
,,,,,,,,,,,,
17638,Freestanding,4878 N Kings Hwy,Fort Pierce,FL,34951,(772) 595-9044,N,Y,Y,Y,27.521593,-80.397739
,,,,,,,,,,,,
17639,Freestanding,101 S Main,Anthony,TX,79821,(915) 886-2056,Y,Y,Y,Y,31.999742,-106.605561
,,,,,,,,,,,,
17641,Freestanding,990 Playa Avenue,Sand City,CA,93955,(831) 392-0311,N,Y,Y,Y,36.61904,-121.844073
,,,,,,,,,,,,
17645,Freestanding,W189 S7851 Racine Ave,Muskego,WI,53150-9546,(262) 679-8161,Y,Y,Y,Y,42.901849,-88.150871
,,,,,,,,,,,,
17646,Freestanding,2455 S Archibald Avenue,Ontario,CA,91761,(909) 923-4456,Y,Y,Y,Y,34.029043,-117.592722
,,,,,,,,,,,,
17647,Freestanding,2849 G.H. Drive,Austinburg,OH,44010,(440) 275-3034,N,Y,Y,Y,41.784728,-80.855533
,,,,,,,,,,,,
17648,Freestanding,17025 Condit Rd,Morgan Hill,CA,95037,(408) 782-0739,Y,Y,Y,Y,37.133223,-121.631362
,,,,,,,,,,,,
17649,Freestanding,4364 Augusta Rd,Lexington,SC,29073,(803) 808-6588,N,Y,Y,Y,33.974055,-81.15514
,,,,,,,,,,,,
17650,Freestanding,11961 Ashville Hwy,Inman,SC,29349,(864) 472-4300,N,Y,Y,Y,35.041472,-82.089572
,,,,,,,,,,,,
17654,Freestanding,800 N. Flynn Rd.,Westville,IN,46391,(219) 785-4845,N,Y,Y,Y,41.547935,-86.896442
,,,,,,,,,,,,
17655,Freestanding,1127 N Main St,Bellefontaine,OH,43311,(937) 593-6237,N,Y,Y,Y,40.377944,-83.756158
,,,,,,,,,,,,
17656,Freestanding,766 Warrenton Rd,Fredericksburg,VA,22405,(540) 899-1985,N,Y,Y,Y,38.353194,-77.507331
,,,,,,,,,,,,
17658,Freestanding,6021 Old Boyce Rd,Alexandria,LA,71303,(318) 442-7414,N,Y,Y,Y,31.344644,-92.519456
,,,,,,,,,,,,
17659,Gas Station,10183 Hwy 90 E,Morgan City,LA,70380,(985) 631-0510,N,Y,Y,Y,29.661528,-91.121267
,,,,,,,,,,,,
17661,Freestanding,1255 E Chandler,Phoenix,AZ,85048,(480) 460-4334,Y,Y,Y,Y,33.30578,-112.056134
,,,,,,,,,,,,
17666,Walmart,1655 Sunset Dr (WM #1074),Grenada,MS,38901,(662) 226-2881,N,N,Y,N,33.781917,-89.837317
,,,,,,,,,,,,
17667,Walmart,3050 Wilma Rudolph Blvd (WM #673),Clarksville,TN,37040,(931) 552-0685,N,N,Y,Y,36.594651,-87.290652
,,,,,,,,,,,,
17672,Freestanding,910 W Steuben,Bingen,WA,98605,(509) 493-1119,N,Y,Y,Y,45.719559,-121.474492
,,,,,,,,,,,,
17673,Freestanding,400 Hatfield Dr,Umatilla,FL,32784,(352) 669-2442,N,Y,Y,Y,28.931522,-81.66621
,,,,,,,,,,,,
17674,Freestanding,3003 Height Rd,Aliquippa,PA,15001,(724) 375-9977,N,Y,Y,Y,40.570474,-80.255992
,,,,,,,,,,,,
17675,Freestanding,1610 S Ave B,Yuma,AZ,85364-7233,(928) 783-1610,Y,Y,Y,Y,32.697804,-114.650896
,,,,,,,,,,,,
17677,Storefront,540 Commonwealth Ave,Boston,MA,2215,(617) 867-9524,N,N,Y,Y,42.348572,-71.096748
,,,,,,,,,,,,
17678,Freestanding,107 Ave O W,Fort Dodge,IA,50501,(515) 576-6237,N,Y,Y,Y,42.486527,-94.207797
,,,,,,,,,,,,
17683,Freestanding,905 N State St,Westerville,OH,43082,(614) 523-4172,N,Y,Y,Y,40.149526,-82.922825
,,,,,,,,,,,,
17688,Freestanding,5060 Sthy 873,Schnecksville,PA,18078,(610) 799-0531,Y,Y,Y,Y,40.678216,-75.614351
,,,,,,,,,,,,
17689,Freestanding,52 S Raleigh Street,Angier,NC,27501,(919) 639-3354,N,Y,Y,Y,35.506514,-78.741461
,,,,,,,,,,,,
17690,Freestanding,6020 W Tropicana,Las Vegas,NV,89103,(702) 222-1922,Y,Y,Y,Y,36.100384,-115.224055
,,,,,,,,,,,,
17691,Freestanding,8003 S 84Th St,La Vista,NE,68128,(402) 597-6162,N,Y,Y,Y,41.179496,-96.042347
,,,,,,,,,,,,
17694,Freestanding,504 Hoselton Dr.,Chenoa,IL,61726,(815) 945-2222,Y,Y,Y,Y,40.741882,-88.732723
,,,,,,,,,,,,
17704,Freestanding,6180 W Main St.,Cass,MI,48726,(989) 872-4841,Y,Y,Y,Y,43.600184,-83.183078
,,,,,,,,,,,,
17705,Gas Station,2515 S Huron Ave,Kawkawlin,MI,48631,(989) 671-0113,N,Y,Y,Y,43.667277,-83.950542
,,,,,,,,,,,,
